,ID,longitude,latitude,ST,TS,TS_PCODE
178,179,97.92980194,25.22629166,Kachin,Waingmaw,MMR001002
179,180,97.90783691,25.25461769,Kachin,Waingmaw,MMR001002
180,181,97.05776978,23.20637321,Shan (North),Manton,MMR015019
181,182,97.94628906,23.444585800000002,Shan (North),Kutkai,MMR015011
182,183,97.14840698,22.96318245,Shan (North),Namhsan,MMR015016
183,184,98.88699341,20.28897667,Shan (East),Mongton,MMR016008
184,185,97.6496582,23.81699371,Shan (North),Namhkan,MMR015010
185,186,97.9407959,23.44206619,Shan (North),Kutkai,MMR015011
186,187,97.92980957,23.44786263,Shan (North),Kutkai,MMR015011
187,188,96.69934082,23.14539528,Shan (North),Mongmit,MMR015017
188,189,96.81744385,22.32744789,Shan (North),Nawnghkio,MMR015013
189,190,,,Shan (North),Namhsan,MMR015016
190,191,92.36240387,20.84741974,Rakhine,Maungdaw,MMR012009
191,192,98.39123535,22.47599602,Shan (North),Tangyan,MMR015004
192,193,97.74441528,21.97384834,Shan (North),Hsipaw,MMR015014
193,194,97.62356567,22.02478027,Shan (North),Hsipaw,MMR015014
194,195,97.4354248,25.25610352,Kachin,Waingmaw,MMR001002
195,196,97.03167725,22.53308868,Shan (North),Kyaukme,MMR015012
196,197,97.8336792,23.67243004,Shan (North),Kutkai,MMR015011
197,198,98.92407227,20.28819847,Shan (East),Mongton,MMR016008
198,199,96.76937866,18.32543755,Bago (East),Kyaukkyi,MMR007011
199,200,96.76731873,18.32413292,Bago (East),Kyaukkyi,MMR007011
200,201,92.90356445,20.13741875,Shan (North),Namhsan,MMR015016
201,202,93.65612793,23.38409233,Chin,Tedim,MMR004004
202,203,97.71832275,20.89497757,Shan (South),Nansang,MMR014013
203,204,97.93255615,23.45088005,Shan (North),Kutkai,MMR015011
204,205,97.59026337,23.91243744,Shan (North),Namhsan,MMR015016
205,206,96.21525574,17.09345627,Yangon,Hlegu,MMR013004
206,207,98.36651611,20.31395912,Shan (South),Mongpan,MMR014021
207,208,97.92980957,23.4848938,Shan (North),Kutkai,MMR015011
208,209,97.30908203,24.11063957,Kachin,Mansi,MMR001013
209,210,97.31182861,24.11440086,Kachin,Mansi,MMR001013
210,211,97.34753418,24.24344063,Kachin,Momauk,MMR001012
211,212,97.34753418,24.24344063,Kachin,Momauk,MMR001012
212,213,95.54577637,18.41862297,Bago (West),Nattalin,MMR008012
213,214,97.70458984,23.80191231,Shan (North),Namhkan,MMR015010
214,215,97.17724609,23.00667,Shan (North),Namhsan,MMR015016
215,216,97.68261719,23.82703972,Shan (North),Namhkan,MMR015010
216,217,97.34753418,24.24844742,Kachin,Momauk,MMR001012
217,218,97.67712402,23.84211349,Shan (North),Namhkan,MMR015010
218,219,97.67712402,23.83708954,Shan (North),Namhkan,MMR015010
219,220,97.68261719,23.84211349,Shan (North),Namhkan,MMR015010
220,221,97.68261719,23.8295517,Shan (North),Namhkan,MMR015010
221,222,97.02069092,22.53435707,Shan (North),Kyaukme,MMR015012
222,223,94.29882813,24.22465515,Sagaing,Tamu,MMR005030
223,224,92.37141418,20.813486100000002,Rakhine,Maungdaw,MMR012009
224,225,97.82269287,23.68076134,Shan (North),Kutkai,MMR015011
225,226,97.34753418,23.91180992,Kachin,Mansi,MMR001013
226,227,99.59423828,21.28321266,Shan (East),Kengtung,MMR016001
227,228,97.70870972,23.85279083,Shan (North),Namhkan,MMR015010
228,229,98.65078735,23.41591644,Shan (North),Kunlong,MMR015020
229,230,97.30358887,24.11690712,Kachin,Mansi,MMR001013
230,231,97.55627441,23.81321907,Shan (North),Namhkan,MMR015010
231,232,97.89685059,23.95762253,Shan (North),Namhkan,MMR015010
232,233,97.31732178,24.11440086,Kachin,Mansi,MMR001013
233,234,97.30908203,24.11440086,Kachin,Mansi,MMR001013
234,235,97.96826172,23.49496841,Shan (North),Kutkai,MMR015011
235,236,97.15802002,22.96558189,Shan (North),Namhsan,MMR015016
236,237,97.28436279,24.11941338,Kachin,Mansi,MMR001013
237,238,97.31732178,24.11941338,Kachin,Mansi,MMR001013
238,239,97.16351318,22.96305275,Shan (North),Namhsan,MMR015016
239,240,97.92156982,23.45088005,Shan (North),Kutkai,MMR015011
240,241,97.67437744,23.83080864,Shan (North),Namhkan,MMR015010
241,242,92.35836792,20.81653404,Rakhine,Maungdaw,MMR012009
242,243,97.94491577,23.44354439,Shan (North),Kutkai,MMR015011
243,244,97.97650146,23.29731178,Shan (North),Hseni,MMR015002
244,245,97.40795898,23.09007263,Shan (North),Namtu,MMR015015
245,246,97.75952148,22.92195129,Shan (North),Lashio,MMR015001
246,247,92.37072754,20.81155968,Rakhine,Maungdaw,MMR012009
247,248,97.68261719,23.83080864,Shan (North),Namhkan,MMR015010
248,249,97.89135742,23.9783287,Shan (North),Namhsan,MMR015016
249,250,97.03442383,22.5318203,Shan (North),Kyaukme,MMR015012
250,251,92.37072754,20.81669426,Rakhine,Maungdaw,MMR012009
251,252,97.65515137,23.82703972,Shan (North),Namhkan,MMR015010
252,253,97.1607666,22.96242142,Shan (North),Namhsan,MMR015016
253,254,97.03536224,22.53261375,Shan (North),Kyaukme,MMR015012
254,255,97.66707611,23.82896233,Shan (North),Namhkan,MMR015010
255,256,97.93067932,23.44729042,Shan (North),Kutkai,MMR015011
256,257,97.17811584,20.79262352,Shan (South),Hopong,MMR014003
257,258,97.9801178,23.47891045,Shan (North),Kutkai,MMR015011
258,259,97.39784241,23.09038734,Shan (North),Namtu,MMR015015
259,260,97.12318420000001,23.25703621,Shan (North),Manton,MMR015019
260,261,98.37013245,21.90792847,Shan (South),Monghsu,MMR014017
261,262,98.35914612,21.90792847,Shan (South),Monghsu,MMR014017
262,263,97.12867737,23.24694252,Shan (North),Manton,MMR015019
263,264,97.93617249,23.45371628,Shan (North),Kutkai,MMR015011
264,265,97.95265198,23.45371628,Shan (North),Kutkai,MMR015011
265,266,96.68922424,23.10554695,Shan (North),Mongmit,MMR015017
266,267,99.00184631,12.08019447,Tanintharyi,Tanintharyi,MMR006008
267,268,97.94166565,23.44867516,Shan (North),Kutkai,MMR015011
268,269,97.30178070000001,24.11142349,Kachin,Mansi,MMR001013
269,270,97.32649994,24.11392975,Kachin,Mansi,MMR001013
270,271,97.68348694,23.82609749,Shan (North),Namhkan,MMR015010
271,272,96.69471741,23.14090919,Shan (North),Mongmit,MMR015017
272,273,97.39392853,23.92187309,Kachin,Mansi,MMR001013
273,274,97.03810883,22.53768539,Shan (North),Kyaukme,MMR015012
274,275,97.16723633,22.96281624,Shan (North),Namhsan,MMR015016
275,276,97.367836,23.93317032,Kachin,Mansi,MMR001013
276,277,97.70458984,23.82201576,Shan (North),Namhkan,MMR015010
277,278,97.01338959,22.53514862,Shan (North),Kyaukme,MMR015012
278,279,97.95417786,23.45371628,Shan (North),Kutkai,MMR015011
279,280,97.8921814,23.94318962,Shan (North),Namhkan,MMR015010
280,281,97.05461121,22.53514862,Shan (North),Kyaukme,MMR015012
281,282,97.00517273,22.5275383,Shan (North),Kyaukme,MMR015012
282,283,97.8188858,21.9288311,Shan (South),Kyethi,MMR014015
283,284,96.08959961,21.97257423,Mandalay,Chanayethazan,MMR010002
284,285,96.05664063,21.96748161,Mandalay,Mahaaungmyay,MMR010003
285,286,96.10058594,21.97257423,Mandalay,Chanayethazan,MMR010002
286,287,97.04541016,22.55464935,Shan (North),Kyaukme,MMR015012
287,288,96.07861328,21.95729256,Mandalay,Mahaaungmyay,MMR010003
288,289,94.34277344,18.46584892,Rakhine,Thandwe,MMR012015
289,290,98.37887573,24.10123825,Shan (North),Muse,MMR015009
290,291,98.4221344,24.11690712,Shan (North),Muse,MMR015009
291,292,97.68811035,23.83708954,Shan (North),Namhkan,MMR015010
292,293,97.68261719,23.83708954,Shan (North),Namhkan,MMR015010
293,294,96.49609375,22.91942215,Mandalay,Mogoke,MMR010011
294,295,97.68261719,23.82703972,Shan (North),Namhkan,MMR015010
295,296,97.68536377,23.83206558,Shan (North),Namhkan,MMR015010
296,297,97.81994629,21.92894936,Shan (South),Kyethi,MMR014015
297,298,97.82097626,21.9283123,Shan (South),Kyethi,MMR014015
298,299,97.68261719,23.8295517,Shan (North),Namhkan,MMR015010
299,300,97.03991699,22.54196739,Shan (North),Kyaukme,MMR015012
300,301,97.68261719,23.8295517,Shan (North),Namhkan,MMR015010
301,302,96.63273621,20.65872383,Shan (South),Kalaw,MMR014005
302,303,95.09465027,21.9840374,Sagaing,Salingyi,MMR005018
303,304,97.69360352,23.8295517,Shan (North),Namhkan,MMR015010
304,305,96.67736816,23.10902023,Shan (North),Mongmit,MMR015017
305,306,97.29740906,24.11816025,Kachin,Mansi,MMR001013
306,307,96.671875,23.10396767,Shan (North),Mongmit,MMR015017
307,308,96.52081299,24.98753357,Kachin,Mohnyin,MMR001007
308,309,97.92980957,23.4496212,Shan (North),Kutkai,MMR015011
309,310,97.68261719,23.8295517,Shan (North),Namhkan,MMR015010
310,311,97.03991699,22.54196739,Shan (North),Kyaukme,MMR015012
311,312,97.92980957,23.44710159,Shan (North),Kutkai,MMR015011
312,313,92.89257813,20.14257622,Rakhine,Sittwe,MMR012001
313,314,97.92980957,23.44710159,Shan (North),Kutkai,MMR015011
314,315,98.32119751,24.09622383,Shan (North),Muse,MMR015009
315,316,96.3203125,25.60584641,Kachin,Hpakant,MMR001009
316,317,96.3203125,25.61575317,Kachin,Hpakant,MMR001009
317,318,96.671875,23.098915100000003,Shan (North),Mongmit,MMR015017
318,319,95.98934937,22.54577255,Mandalay,Singu,MMR010010
319,320,97.03991699,22.54196739,Shan (North),Kyaukme,MMR015012
320,321,97.68261719,23.8295517,Shan (North),Namhkan,MMR015010
321,322,97.81363678,21.94351959,Shan (South),Kyethi,MMR014015
322,323,96.97399902,22.57113647,Shan (North),Kyaukme,MMR015012
323,324,97.86663818,23.47229767,Shan (North),Kutkai,MMR015011
324,325,96.98979187,22.60220146,Shan (North),Kyaukme,MMR015012
325,326,97.31166077,23.10155869,Shan (North),Namtu,MMR015015
326,327,97.32152557,23.10333633,Shan (North),Namtu,MMR015015
327,328,98.28759766,20.39354515,Shan (South),Mongpan,MMR014021
328,329,97.77677155,20.21000862,Shan (South),Mawkmai,MMR014020
329,330,98.37483978,23.90129471,Shan (North),Kutkai,MMR015011
330,331,97.13184357,22.99632072,Shan (North),Namhsan,MMR015016
331,332,96.9163208,23.29645729,Shan (North),Mongmit,MMR015017
332,333,97.46220398,18.09649658,Kayin,Hpapun,MMR003003
333,334,92.80194092,20.23151207,Rakhine,Sittwe,MMR012001
334,335,97.68227386,23.8264122,Shan (North),Namhkan,MMR015010
335,336,98.51071167,16.69267845,Kayin,Myawaddy,MMR003005
336,337,95.10005951,21.33546829,Magway,Pakokku,MMR009018
337,338,97.69532013,23.83363533,Shan (North),Namhkan,MMR015010
338,339,98.73043823,20.95013428,Shan (East),Mongping,MMR016007
339,340,97.03983307,22.53237534,Shan (North),Kyaukme,MMR015012
340,341,97.71660614,16.36453056,Mon,Kyaikmaraw,MMR011002
341,342,98.48942566,16.68647003,Kayin,Myawaddy,MMR003005
342,343,96.81504059,18.36877823,Bago (East),Kyaukkyi,MMR007011
343,344,97.03012848,22.54894257,Shan (North),Kyaukme,MMR015012
344,345,97.71488953,16.36098862,Mon,Kyaikmaraw,MMR011002
345,346,98.06473541,16.59004784,Kayin,Kawkareik,MMR003006
346,347,97.70458984,23.83991623,Shan (North),Namhkan,MMR015010
347,348,98.23124695,23.63154793,Shan (North),Kutkai,MMR015011
348,349,98.30368805,16.57458115,Kayin,Kawkareik,MMR003006
349,350,98.36535645,16.68435287,Kayin,Myawaddy,MMR003005
350,351,96.80310822,18.37028503,Bago (East),Kyaukkyi,MMR007011
351,352,97.82775879,21.92588425,Shan (South),Kyethi,MMR014015
352,353,97.80432129,21.93356705,Shan (South),Kyethi,MMR014015
353,354,97.03305054,20.78740883,Shan (South),Taunggyi,MMR014001
354,355,97.9679184,22.01809692,Shan (South),Kyethi,MMR014015
355,356,97.05914307,22.511680600000002,Shan (North),Kyaukme,MMR015012
356,357,98.30746459999999,22.55782127,Shan (North),Tangyan,MMR015004
357,358,96.77114105,20.12736511,Shan (South),Pinlaung,MMR014009
358,359,97.95006561,23.99840355,Shan (North),Muse,MMR015009
359,360,97.93049622,23.99558067,Shan (North),Muse,MMR015009
360,361,97.92946625,24.00687218,Shan (North),Muse,MMR015009
361,362,97.39337158,23.09686279,Shan (North),Namtu,MMR015015
362,363,98.24463654,16.5515976,Kayin,Kawkareik,MMR003006
363,364,98.2999115,16.67458916,Kayin,Kawkareik,MMR003006
364,365,98.05821228,24.06738663,Shan (North),Muse,MMR015009
365,366,98.31295776,23.70512772,Shan (North),Kutkai,MMR015011
366,367,98.29373169,23.72524452,Shan (North),Kutkai,MMR015011
367,368,97.68811035,23.81133652,Shan (North),Namhkan,MMR015010
368,369,97.67334747,23.80850983,Shan (North),Namhkan,MMR015010
369,370,97.7265625,17.34563637,Kayin,Hlaingbwe,MMR003002
370,371,97.14858246,22.97016525,Shan (North),Namhsan,MMR015016
371,372,97.69738007,23.8138485,Shan (North),Namhkan,MMR015010
372,373,97.67214966,23.823114399999998,Shan (North),Namhkan,MMR015010
373,374,97.73377228,23.86063957,Shan (North),Namhkan,MMR015010
374,375,97.68656158,23.826490399999997,Shan (North),Namhkan,MMR015010
375,376,98.11795044,23.5890789,Shan (North),Kutkai,MMR015011
376,377,97.14325714,22.96668816,Shan (North),Namhsan,MMR015016
377,378,97.12017059,23.25157547,Shan (North),Manton,MMR015019
378,379,97.0353241,22.55365944,Shan (North),Kyaukme,MMR015012
379,380,97.92259979,23.45977974,Shan (North),Kutkai,MMR015011
380,381,97.30728149,24.124897,Kachin,Mansi,MMR001013
381,382,96.73264313,26.36564636,Kachin,Tanai,MMR001004
382,383,97.30187225,24.12223434,Kachin,Mansi,MMR001013
383,384,97.56245422,24.75968933,Kachin,Waingmaw,MMR001002
384,385,96.52201843,24.99749184,Kachin,Mohnyin,MMR001007
385,386,97.01502228,25.38225937,Kachin,Mogaung,MMR001008
386,387,97.56348419,24.76054573,Kachin,Waingmaw,MMR001002
387,388,97.12017059,23.25198936,Shan (North),Manton,MMR015019
388,389,97.40274811,23.09299278,Shan (North),Namtu,MMR015015
389,390,97.16003418,22.96660805,Shan (North),Namhsan,MMR015016
390,391,97.16239929,22.96305275,Shan (North),Namhsan,MMR015016
391,392,97.15366364,22.96712303,Shan (North),Namhsan,MMR015016
392,393,97.67459106,23.83069038,Shan (North),Namhkan,MMR015010
393,394,97.02039337,22.54715919,Shan (North),Kyaukme,MMR015012
394,395,97.15535736,22.96763611,Shan (North),Namhsan,MMR015016
395,396,98.0952301,23.58154678,Shan (North),Kutkai,MMR015011
396,397,97.12109375,23.25250244,Shan (North),Manton,MMR015019
397,398,98.20283508,14.247117999999999,Tanintharyi,Yebyu,MMR006004
398,399,97.93582153,23.46190453,Shan (North),Kutkai,MMR015011
399,400,97.8714447,23.57523346,Shan (North),Kutkai,MMR015011
400,401,97.93521881,23.46261215,Shan (North),Kutkai,MMR015011
401,402,97.02682495,22.53744888,Shan (North),Kyaukme,MMR015012
402,403,98.36271667,20.31981468,Shan (South),Mongpan,MMR014021
403,404,97.53240967,24.73708344,Kachin,Waingmaw,MMR001002
404,405,95.11070251,22.10106468,Sagaing,Salingyi,MMR005018
405,406,98.35819244,20.31717873,Shan (South),Mongpan,MMR014021
406,407,98.00460815,20.35114288,Shan (South),Langkho,MMR014018
407,408,96.71427155,25.54545784,Kachin,Hpakant,MMR001009
408,409,97.03185272,22.5405407,Shan (North),Kyaukme,MMR015012
409,410,97.04124451,22.53501129,Shan (North),Kyaukme,MMR015012
410,411,96.79692841,22.33094025,Shan (North),Nawnghkio,MMR015013
411,412,97.93479156,23.45733833,Shan (North),Kutkai,MMR015011
412,413,97.4037323,23.09101868,Shan (North),Namtu,MMR015015
413,414,97.94954681,23.53306198,Shan (North),Kutkai,MMR015011
414,415,98.04619598,23.54659653,Shan (North),Kutkai,MMR015011
415,416,96.32189941,25.61366463,Kachin,Hpakant,MMR001009
416,417,96.32863617,25.6104908,Kachin,Hpakant,MMR001009
417,418,96.37151337,24.78821182,Kachin,Mohnyin,MMR001007
418,419,96.35034943,25.65661049,Kachin,Hpakant,MMR001009
419,420,96.35276031,25.63757706,Kachin,Hpakant,MMR001009
420,421,96.35979462,25.64361191,Kachin,Hpakant,MMR001009
421,422,96.35258484,25.676416399999997,Kachin,Hpakant,MMR001009
422,423,96.3549881,25.65753937,Kachin,Hpakant,MMR001009
423,424,96.36116791,25.63881493,Kachin,Hpakant,MMR001009
424,425,96.67684937,23.11643982,Shan (North),Mongmit,MMR015017
425,426,96.40854645,25.64105988,Kachin,Hpakant,MMR001009
426,427,96.51806641,25.62813568,Kachin,Hpakant,MMR001009
427,428,96.51463318,25.62689781,Kachin,Hpakant,MMR001009
428,429,97.68279266,23.82594109,Shan (North),Namhkan,MMR015010
429,430,97.67626953,23.82264328,Shan (North),Namhkan,MMR015010
430,431,97.68060303,23.82436943,Shan (North),Namhkan,MMR015010
431,432,96.32073975,25.61343193,Kachin,Hpakant,MMR001009
432,433,97.39641571,23.0959549,Shan (North),Namtu,MMR015015
433,434,96.54227448,22.96510887,Mandalay,Mogoke,MMR010011
434,435,96.60337829999999,22.98486328,Mandalay,Mogoke,MMR010011
435,436,97.29740906,22.62581253,Shan (North),Hsipaw,MMR015014
436,437,98.59619904,23.72681618,Shan (North),Laukkaing,MMR015022
437,438,97.12186432,23.2527771,Shan (North),Manton,MMR015019
438,439,98.75103759999999,23.70512772,Shan (North),Laukkaing,MMR015022
439,440,98.76236725,23.71392822,Shan (North),Laukkaing,MMR015022
440,441,98.79447174,23.72933006,Shan (North),Laukkaing,MMR015022
441,442,98.78004456,23.72587395,Shan (North),Laukkaing,MMR015022
442,443,97.97109222,23.30103111,Shan (North),Hseni,MMR015002
443,444,97.84226227,23.67368889,Shan (North),Kutkai,MMR015011
444,445,98.73215485,23.54974365,Shan (North),Laukkaing,MMR015022
445,446,97.89736938,23.96389771,Shan (North),Muse,MMR015009
446,447,98.69919586,23.64035416,Shan (North),Laukkaing,MMR015022
447,448,98.66726685,23.72147179,Shan (North),Laukkaing,MMR015022
448,449,98.72906494,23.70889854,Shan (North),Laukkaing,MMR015022
449,450,97.68991089,23.82594109,Shan (North),Namhkan,MMR015010
450,451,98.69885254,23.74221611,Shan (North),Laukkaing,MMR015022
451,452,97.62940216,23.78746223,Shan (North),Namhkan,MMR015010
452,453,97.96861267,23.29996681,Shan (North),Hseni,MMR015002
453,454,97.05721283,22.61478043,Shan (North),Kyaukme,MMR015012
454,455,98.67276001,23.70449829,Shan (North),Laukkaing,MMR015022
455,456,98.72563171,23.73530197,Shan (North),Laukkaing,MMR015022
456,457,98.63224792,23.74598694,Shan (North),Laukkaing,MMR015022
457,458,97.15244293,22.96882248,Shan (North),Namhsan,MMR015016
458,459,97.67248535,23.81793213,Shan (North),Namhkan,MMR015010
459,460,97.96122742,23.30812454,Shan (North),Hseni,MMR015002
460,461,98.76133728,23.61644936,Shan (North),Laukkaing,MMR015022
461,462,98.81764221,23.67934608,Shan (North),Laukkaing,MMR015022
462,463,98.70537567,23.73970222,Shan (North),Laukkaing,MMR015022
463,464,98.10353088,23.58152771,Shan (North),Kutkai,MMR015011
464,465,98.09954071,23.5865612,Shan (North),Kutkai,MMR015011
465,466,97.67429352,23.82217216,Shan (North),Namhkan,MMR015010
466,467,98.73078156,23.68280602,Shan (North),Laukkaing,MMR015022
467,468,97.67292023,23.820287699999998,Shan (North),Namhkan,MMR015010
468,469,97.67738342,23.82209206,Shan (North),Namhkan,MMR015010
469,470,97.67266083,23.823192600000002,Shan (North),Namhkan,MMR015010
470,471,97.67189026,23.8265686,Shan (North),Namhkan,MMR015010
471,472,98.53912354,16.54034042,Kayin,Myawaddy,MMR003005
472,473,98.42625427,16.67327309,Kayin,Myawaddy,MMR003005
473,474,97.48774719,18.06961823,Kayin,Hpapun,MMR003003
474,475,97.66946411,23.8248806,Shan (North),Namhkan,MMR015010
475,476,97.78767395,20.22507095,Shan (South),Mawkmai,MMR014020
476,477,98.68511963,23.73718643,Shan (North),Laukkaing,MMR015022
477,478,98.67550659,23.73970222,Shan (North),Laukkaing,MMR015022
478,479,97.93744659,23.45690536,Shan (North),Kutkai,MMR015011
479,480,98.7043457,23.73970222,Shan (North),Laukkaing,MMR015022
480,481,96.39756012,24.84212303,Kachin,Mohnyin,MMR001007
481,482,98.77455139,23.55383492,Shan (North),Laukkaing,MMR015022
482,483,97.12168884,23.25165367,Shan (North),Manton,MMR015019
483,484,97.94200134,23.45765305,Shan (North),Kutkai,MMR015011
484,485,98.71309662,23.69035149,Shan (North),Laukkaing,MMR015022
485,486,98.75653076,23.59065247,Shan (North),Laukkaing,MMR015022
486,487,98.25991058,16.65946007,Kayin,Kawkareik,MMR003006
487,488,97.43452454,25.32222366,Kachin,Waingmaw,MMR001002
488,489,97.68090057,23.82719612,Shan (North),Namhkan,MMR015010
489,490,98.26970673,16.54512978,Kayin,Kawkareik,MMR003006
490,491,98.73215485,23.70009613,Shan (North),Laukkaing,MMR015022
491,492,97.05442047,22.61206627,Shan (North),Kyaukme,MMR015012
492,493,97.93925476,23.46206284,Shan (North),Kutkai,MMR015011
493,494,98.70674896,23.70952797,Shan (North),Laukkaing,MMR015022
494,495,98.77850342,23.61015701,Shan (North),Laukkaing,MMR015022
495,496,98.01632690000001,23.58750534,Shan (North),Kutkai,MMR015011
496,497,98.60134888,23.80568123,Shan (North),Laukkaing,MMR015022
497,498,98.81317902,23.64790154,Shan (North),Laukkaing,MMR015022
498,499,98.59276581,23.80379677,Shan (North),Konkyan,MMR015023
499,500,98.69061279,23.69255257,Shan (North),Laukkaing,MMR015022
500,501,98.60821533,23.78683472,Shan (North),Laukkaing,MMR015022
501,502,97.89547729,23.95417213,Shan (North),Namhkan,MMR015010
502,503,98.73284149,23.74567223,Shan (North),Laukkaing,MMR015022
503,504,97.304039,24.11735725,Kachin,Mansi,MMR001013
504,505,97.30641937,24.12340927,Kachin,Mansi,MMR001013
505,506,97.89324951,23.95668221,Shan (North),Namhkan,MMR015010
506,507,97.67540741,23.82107353,Shan (North),Namhkan,MMR015010
507,508,97.3061676,24.11298943,Kachin,Mansi,MMR001013
508,509,97.05268097,22.61202621,Shan (North),Kyaukme,MMR015012
509,510,97.94517517,23.46686554,Shan (North),Kutkai,MMR015011
510,511,97.30570984,24.11142349,Kachin,Mansi,MMR001013
511,512,97.67317963,23.82299614,Shan (North),Namhkan,MMR015010
512,513,96.67168427,23.11162567,Shan (North),Mongmit,MMR015017
513,514,97.05298615,22.6139679,Shan (North),Kyaukme,MMR015012
514,515,97.29003143,24.11526108,Kachin,Mansi,MMR001013
515,516,97.15076447,22.971113199999998,Shan (North),Namhsan,MMR015016
516,517,97.31573486,24.1158886,Kachin,Mansi,MMR001013
517,518,97.32521820000001,24.12317467,Kachin,Mansi,MMR001013
518,519,98.09647369,23.58001328,Shan (North),Kutkai,MMR015011
519,520,98.09106445,23.57959938,Shan (North),Kutkai,MMR015011
520,521,98.81008911,23.67274475,Shan (North),Laukkaing,MMR015022
521,522,98.09668732,23.583395,Shan (North),Kutkai,MMR015011
522,523,98.10694122,23.57814407,Shan (North),Kutkai,MMR015011
523,524,92.72284698,21.32959366,Chin,Paletwa,MMR004009
524,525,98.81558228,23.64978981,Shan (North),Laukkaing,MMR015022
525,526,98.63293457,23.7956295,Shan (North),Laukkaing,MMR015022
526,527,96.56956482,23.03700447,Shan (North),Mongmit,MMR015017
527,528,96.57162476,23.01867867,Shan (North),Mongmit,MMR015017
528,529,96.41884613,24.83807182,Kachin,Mohnyin,MMR001007
529,530,96.3972168,24.97010422,Kachin,Mohnyin,MMR001007
530,531,96.8469696,25.257967,Kachin,Mogaung,MMR001008
531,532,97.01330566,22.55433273,Shan (North),Kyaukme,MMR015012
532,533,98.74485779,23.74535751,Shan (North),Laukkaing,MMR015022
533,534,98.01815033,23.51210785,Shan (North),Kutkai,MMR015011
534,535,97.14128113,22.96652985,Shan (North),Namhsan,MMR015016
535,536,98.79965973,23.70162964,Shan (North),Laukkaing,MMR015022
536,537,96.73487854,22.5086689,Shan (North),Nawnghkio,MMR015013
537,538,98.78910065,23.71538162,Shan (North),Laukkaing,MMR015022
538,539,92.76348877,21.33311081,Chin,Paletwa,MMR004009
539,540,98.64341736,23.87793732,Shan (North),Konkyan,MMR015023
540,541,97.92740631,24.00216675,Shan (North),Muse,MMR015009
541,542,98.65190125,23.79062271,Shan (North),Laukkaing,MMR015022
542,543,98.67928314,23.747871399999998,Shan (North),Laukkaing,MMR015022
543,544,98.70606232,23.75289917,Shan (North),Laukkaing,MMR015022
544,545,98.03743744,23.33145523,Shan (North),Hseni,MMR015002
545,546,98.25665283,23.39669609,Shan (North),Hseni,MMR015002
546,547,98.79875946,23.75415611,Shan (North),Laukkaing,MMR015022
547,548,98.79154968,23.63280487,Shan (North),Laukkaing,MMR015022
548,549,92.95094299,20.82696342,Rakhine,Kyauktaw,MMR012004
549,550,97.67077637,23.81259155,Shan (North),Namhkan,MMR015010
550,551,96.36151123,25.6272068,Kachin,Hpakant,MMR001009
551,552,93.02372742,20.87444878,Rakhine,Kyauktaw,MMR012004
552,553,98.80150604,23.66802788,Shan (North),Laukkaing,MMR015022
553,554,98.80665588,23.63720894,Shan (North),Laukkaing,MMR015022
554,555,96.6945343,26.35057259,Kachin,Tanai,MMR001004
555,556,96.58632659999999,19.01838303,Kayin,Thandaunggyi,MMR003004
556,557,96.69891357,26.34241867,Kachin,Tanai,MMR001004
557,558,92.96424866,20.84806061,Rakhine,Kyauktaw,MMR012004
558,559,97.65454865,17.34539223,Kayin,Hpapun,MMR003003
559,560,96.34073639,25.63308907,Kachin,Hpakant,MMR001009
560,561,98.58418274,23.84964943,Shan (North),Konkyan,MMR015023
561,562,98.63018799,23.85781479,Shan (North),Konkyan,MMR015023
562,563,98.6137085,23.86535072,Shan (North),Konkyan,MMR015023
563,564,96.37387085,25.70224953,Kachin,Hpakant,MMR001009
564,565,96.87760925,25.33075714,Kachin,Mogaung,MMR001008
565,566,97.85959625,23.93989563,Shan (North),Namhkan,MMR015010
566,567,97.8407135,23.93330574,Shan (North),Namhkan,MMR015010
567,568,97.83642578,23.92969704,Shan (North),Namhkan,MMR015010
568,569,97.89174652,23.95574188,Shan (North),Namhkan,MMR015010
569,570,97.94525909,23.46954155,Shan (North),Kutkai,MMR015011
570,571,97.98645782,23.50976753,Shan (North),Kutkai,MMR015011
571,572,97.93221283,23.46442413,Shan (North),Kutkai,MMR015011
572,573,98.00740051,23.55226135,Shan (North),Kutkai,MMR015011
573,574,98.00653839,23.46662903,Shan (North),Kutkai,MMR015011
574,575,97.92785645,23.45373535,Shan (North),Kutkai,MMR015011
575,576,97.96221161,23.30844116,Shan (North),Hseni,MMR015002
576,577,96.53746033,22.79509163,Shan (North),Kyaukme,MMR015012
577,578,97.00936127,22.53943062,Shan (North),Kyaukme,MMR015012
578,579,97.31290436,22.63207054,Shan (North),Hsipaw,MMR015014
579,580,98.72940826,23.75195885,Shan (North),Laukkaing,MMR015022
580,581,92.36975861,20.81817818,Rakhine,Maungdaw,MMR012009
581,582,97.89882659999999,23.95432854,Shan (North),Namhkan,MMR015010
582,583,97.95238495,23.47985458,Shan (North),Kutkai,MMR015011
583,584,97.30086517,24.12722778,Kachin,Mansi,MMR001013
584,585,97.30461884,24.13633347,Kachin,Mansi,MMR001013
585,586,97.30258179,24.12148857,Kachin,Mansi,MMR001013
586,587,97.44667053,18.072181699999998,Kayin,Hpapun,MMR003003
587,588,97.73517609,22.93941689,Shan (North),Lashio,MMR015001
