ID;longitude;latitude;
437;98.59619904;23.72681618;
438;97.12186432;23.2527771;
439;98.7510376;23.70512772;
440;98.76236725;23.71392822;
441;98.79447174;23.72933006;
442;98.78004456;23.72587395;
443;97.97109222;23.30103111;
444;97.84226227;23.67368889;
445;98.73215485;23.54974365;
446;97.89736938;23.96389771;
447;98.69919586;23.64035416;
448;98.66726685;23.72147179;
449;98.72906494;23.70889854;
450;97.68991089;23.82594109;
451;98.69885254;23.74221611;
452;97.62940216;23.78746223;
453;97.96861267;23.29996681;
454;97.05721283;22.61478043;
455;98.67276001;23.70449829;
456;98.72563171;23.73530197;
457;98.63224792;23.74598694;
458;97.15244293;22.96882248;
459;97.67248535;23.81793213;
460;97.96122742;23.30812454;
461;98.76133728;23.61644936;
462;98.81764221;23.67934608;
463;98.70537567;23.73970222;
464;98.10353088;23.58152771;
465;98.09954071;23.5865612;
466;97.67429352;23.82217216;
467;98.73078156;23.68280602;
468;97.67292023;23.8202877;
469;97.67738342;23.82209206;
470;97.67266083;23.8231926;
471;97.67189026;23.8265686;
472;98.53912354;16.54034042;
473;98.42625427;16.67327309;
474;97.48774719;18.06961823;
475;97.66946411;23.8248806;
476;97.78767395;20.22507095;
477;98.68511963;23.73718643;
478;98.67550659;23.73970222;
479;97.93744659;23.45690536;
480;98.7043457;23.73970222;
481;96.39756012;24.84212303;
482;98.77455139;23.55383492;
483;97.12168884;23.25165367;
484;97.94200134;23.45765305;
485;98.71309662;23.69035149;
486;98.75653076;23.59065247;
487;98.25991058;16.65946007;
488;97.43452454;25.32222366;
489;97.68090057;23.82719612;
490;98.26970673;16.54512978;
491;98.73215485;23.70009613;
492;97.05442047;22.61206627;
493;97.93925476;23.46206284;
494;98.70674896;23.70952797;
495;98.77850342;23.61015701;
496;98.0163269;23.58750534;
497;98.60134888;23.80568123;
498;98.81317902;23.64790154;
499;98.59276581;23.80379677;
500;98.69061279;23.69255257;
501;98.60821533;23.78683472;
502;97.89547729;23.95417213;
503;98.73284149;23.74567223;
504;97.304039;24.11735725;
505;97.30641937;24.12340927;
506;97.89324951;23.95668221;
507;97.67540741;23.82107353;
508;97.3061676;24.11298943;
509;97.05268097;22.61202621;
510;97.94517517;23.46686554;
511;97.30570984;24.11142349;
512;97.67317963;23.82299614;
513;96.67168427;23.11162567;
514;97.05298615;22.6139679;
515;97.29003143;24.11526108;
516;97.15076447;22.9711132;
517;97.31573486;24.1158886;
518;97.3252182;24.12317467;
519;98.09647369;23.58001328;
520;98.09106445;23.57959938;
521;98.81008911;23.67274475;
522;98.09668732;23.583395;
523;98.10694122;23.57814407;
524;92.72284698;21.32959366;
525;98.81558228;23.64978981;
526;98.63293457;23.7956295;
527;96.56956482;23.03700447;
528;96.57162476;23.01867867;
529;96.41884613;24.83807182;
530;96.3972168;24.97010422;
531;96.8469696;25.257967;
532;97.01330566;22.55433273;
533;98.74485779;23.74535751;
534;98.01815033;23.51210785;
535;97.14128113;22.96652985;
536;98.79965973;23.70162964;
537;96.73487854;22.5086689;
538;98.78910065;23.71538162;
539;92.76348877;21.33311081;
540;98.64341736;23.87793732;
541;97.92740631;24.00216675;
542;98.65190125;23.79062271;
543;98.67928314;23.7478714;
544;98.70606232;23.75289917;
545;98.03743744;23.33145523;
546;98.25665283;23.39669609;
547;98.79875946;23.75415611;
548;98.79154968;23.63280487;
549;92.95094299;20.82696342;
550;97.67077637;23.81259155;
551;96.36151123;25.6272068;
552;93.02372742;20.87444878;
553;98.80150604;23.66802788;
554;98.80665588;23.63720894;
555;96.6945343;26.35057259;
556;96.5863266;19.01838303;
557;96.69891357;26.34241867;
558;92.96424866;20.84806061;
559;97.65454865;17.34539223;
560;96.34073639;25.63308907;
561;98.58418274;23.84964943;
562;98.63018799;23.85781479;
563;98.6137085;23.86535072;
564;96.37387085;25.70224953;
565;96.87760925;25.33075714;
566;97.85959625;23.93989563;
567;97.8407135;23.93330574;
568;97.83642578;23.92969704;
569;97.89174652;23.95574188;
570;97.94525909;23.46954155;
571;97.98645782;23.50976753;
572;97.93221283;23.46442413;
573;98.00740051;23.55226135;
574;98.00653839;23.46662903;
575;97.92785645;23.45373535;
576;97.96221161;23.30844116;
577;96.53746033;22.79509163;
578;97.00936127;22.53943062;
579;97.31290436;22.63207054;
580;98.72940826;23.75195885;
581;92.36975861;20.81817818;
582;97.8988266;23.95432854;
583;97.95238495;23.47985458;
584;97.30086517;24.12722778;
585;97.30461884;24.13633347;
586;97.30258179;24.12148857;
587;97.44667053;18.0721817;
588;97.73517609;22.93941689;
589;97.04794312;22.55718613;
590;97.98088074;23.3350811;
591;97.30435944;24.12164688;
592;98.68022919;23.8617382;
593;98.70846558;23.73121643;
594;98.67537689;23.90270615;
595;98.66966248;23.89964676;
596;97.98405457;23.52393341;
597;98.6554184;23.93722725;
598;98.70709229;23.71958733;
599;97.87110138;23.69695473;
600;97.3030777;24.12372208;
601;98.59654236;23.89485931;
602;97.30466461;24.11964989;
603;98.81300354;23.65387726;
604;97.40701294;23.09607124;
605;98.81008911;23.65261841;
606;98.8114624;23.64192581;
607;97.47662354;23.8358326;
608;98.82931519;23.64475632;
609;98.81008911;23.64003944;
610;97.42134857;23.84242821;
611;97.9981308;23.31600761;
612;98.6699295;23.95811462;
613;98.67031097;23.80547523;
614;98.66932678;23.87257195;
615;97.98062134;23.50882149;
616;97.01631165;22.55298615;
617;98.63980103;23.87853622;
618;98.82725525;23.63532066;
619;98.81558228;23.62525558;
620;97.98165131;23.51480484;
621;96.37112427;25.65986061;
622;98.31158447;24.09978867;
623;96.35765076;25.65645599;
624;98.31004333;24.0989666;
625;96.35816193;25.65684319;
626;97.1576767;22.96731949;
627;96.35404205;25.65084648;
628;98.83068848;23.63909531;
629;97.15632629;22.96890068;
630;97.15497589;22.96858406;
631;97.15463257;22.96953392;
632;97.02554321;22.54537582;
633;97.15270233;22.97182465;
634;97.12394714;23.25490761;
635;97.0233078;22.54577255;
636;96.35438538;25.65808105;
637;97.12579346;23.24978065;
638;97.12218475;23.2568779;
639;97.14463043;23.26586723;
640;98.63499451;23.85906982;
641;96.34867859;25.65730667;
642;97.93457031;23.4637146;
643;98.25974274;16.65748787;
644;98.26248932;16.65880394;
645;97.04068756;22.5515976;
646;98.26472473;16.66094017;
647;97.40379333;23.09678268;
648;98.26094055;16.65929604;
649;98.25210571;16.65403366;
650;98.25338745;16.65353966;
651;97.99718475;24.02854919;
652;96.37867737;25.66156197;
653;98.25504303;16.65524673;
654;98.25665283;16.65691185;
655;97.5772171;26.5387001;
656;96.64389038;25.56837845;
657;98.30145264;24.09575272;
658;98.32170868;16.69054031;
659;97.57713318;26.53846931;
660;98.07933044;24.06871986;
661;92.69894409;21.31775856;
662;98.3030014;16.63281631;
663;98.15288544;24.09340286;
664;97.57335663;26.5397377;
665;97.57249451;26.53893089;
666;98.35214233;21.92337608;
667;98.10232544;24.0868206;
668;98.12756348;24.09167862;
669;98.35385895;21.92317772;
670;97.57962036;26.55313492;
671;98.25478363;16.65549278;
672;98.35020447;21.92407227;
673;97.13072968;23.26894379;
674;97.98800659;23.3156929;
675;97.13171387;23.26391602;
676;97.04446411;22.55354118;
677;97.15167236;22.96953392;
678;97.15304565;22.97024345;
679;97.57378387;26.53102112;
680;98.43286133;21.30792427;
681;98.42874146;21.3121624;
682;97.15287018;22.96380424;
683;97.57704163;26.53562927;
684;97.57344055;26.53624344;
685;97.57962036;26.52242088;
686;97.45182037;20.80546188;
687;97.30161285;24.12097931;
688;97.32041168;24.11142349;
689;97.07029724;22.55908966;
690;98.11932373;23.6070118;
691;97.06085968;22.5567112;
692;98.03417969;23.54407883;
693;97.9936676;23.51952553;
694;98.32085419;24.10225677;
695;97.47559357;20.82102776;
696;98.32248688;24.10037613;
697;98.32763672;24.10194206;
698;97.30805206;24.11306763;
699;98.05142975;20.32579041;
700;98.13082123;21.09594727;
701;96.6789093;23.1237011;
702;98.3228302;24.09724236;
703;97.67987061;21.26273727;
704;98.32188416;24.09873009;
705;97.33139801;24.10938644;
706;97.30976868;24.11220551;
707;97.30221558;24.11134529;
708;97.96757507;23.50063515;
709;97.15596008;23.25735283;
710;97.05227661;22.59396172;
711;97.02824402;22.55893135;
712;97.30805206;24.10813141;
713;97.30015564;24.16765976;
714;96.68475342;23.11565018;
715;97.73325348;20.91357994;
716;97.72399139;20.91422081;
717;97.45113373;20.81882095;
718;97.31302643;24.11314583;
719;96.68028259;23.127491;
720;97.90543365;23.94977951;
721;97.11682129;22.97759247;
722;96.71925354;23.12922859;
723;98.9149704;20.29512405;
724;97.30161285;24.11471367;
725;97.04781342;22.56764984;
726;97.36264038;24.08995438;
727;97.14978027;22.96945381;
728;97.98062134;23.50882149;
729;98.29940033;21.2356987;
730;97.04781342;22.57874489;
731;98.29064178;16.66636658;
732;98.46264648;21.87129211;
733;96.32717896;25.65011215;
734;96.31790924;25.64980125;
735;98.47363281;21.84325218;
736;98.46058655;21.9025135;
737;98.28308868;16.60485268;
738;97.67746735;21.27073669;
739;97.07356262;22.53071022;
740;98.42694092;21.41239929;
741;97.58820343;20.92063332;
742;97.17724609;22.96842766;
743;97.15904999;22.97411537;
744;98.46127319;21.88658524;
745;96.68320465;23.13301659;
746;98.03349304;23.49874687;
747;98.46127319;21.90315056;
748;98.53474426;22.47663116;
749;98.56564331;22.454422;
750;98.54641724;22.42649651;
751;98.50796509;21.93309021;
752;98.48942566;21.88594818;
753;98.45028687;21.9318161;
754;97.99435425;23.47985458;
755;97.66682434;21.27809334;
756;97.71179962;21.06359291;
757;97.74024963;21.05610466;
758;93.65372467;23.38172722;
759;98.37612915;21.90044212;
760;98.50041199;21.89805412;
761;97.98199463;23.47922516;
762;98.2305603;21.30240631;
763;98.22369385;21.27297592;
764;98.04447937;23.53778267;
765;98.64323425;23.78180695;
766;98.48530579;21.89678001;
767;97.04644012;20.77882195;
768;98.06988525;23.52015495;
769;98.43689728;21.86332893;
770;98.43621063;21.8537674;
771;98.46676636;21.87702751;
772;98.08636475;23.52770996;
773;97.88818359;23.47816277;
774;97.84638214;23.49984932;
775;97.13643646;23.28735352;
776;97.06738281;22.62438774;
777;98.14404297;21.90888405;
778;97.14634705;23.29078293;
779;97.14291382;23.28447533;
780;98.13580322;21.91907692;
781;98.18146515;23.59183121;
782;96.39121246;24.77044487;
783;98.13442993;21.92035103;
784;98.36891937;21.89932823;
785;96.39344025;24.76919746;
786;96.6989975;23.125597;
787;96.38245392;24.76233864;
788;97.06600952;22.6193161;
789;97.115448;23.00034904;
790;97.13742065;23.00667;
791;98.79154968;23.68689346;
792;97.60159302;23.76672554;
793;97.65240479;23.75667191;
794;97.16213989;22.61487961;
795;97.19372559;23.2756443;
796;97.58374023;23.75667191;
797;96.98446655;22.60109138;
798;97.25140381;23.09196663;
799;96.97949219;22.58254814;
800;97.66442108;23.76735497;
801;97.74853516;20.93474388;
802;97.12918091;22.63072395;
803;97.13330078;23.2100296;
804;97.11750793;23.23337746;
805;97.12506104;23.22706795;
806;97.11613464;23.23463821;
807;97.50537872;23.61888695;
808;97.11132813;22.61297798;
809;97.81170654;23.40929985;
810;97.12231445;23.07617569;
811;97.12643433;22.57620811;
812;97.1607666;23.21949577;
813;97.64553833;23.78620529;
814;97.05502319;23.16332245;
815;97.13467407;23.22896004;
816;93.00793457;20.93346024;
817;97.14840698;23.29519653;
818;92.99969482;20.94885254;
819;98.21682739;16.57984734;
820;98.20687103;16.56767273;
821;97.04884338;22.60917473;
822;96.72865295;22.7356739;
823;96.81791687;22.75569916;
824;97.33469391;22.54755211;
825;96.77689362;22.75609589;
826;98.21709442;16.65607834;
827;97.23786163;23.4079895;
828;96.90666962;22.81497002;
829;96.77895355;22.91177368;
830;98.38336182;24.0219841;
831;97.16256714;22.63627052;
832;98.37413025;24.10977745;
833;92.57989502;20.87869835;
834;97.73754883;20.97321892;
835;97.15527344;23.39669609;
836;97.85427856;23.47103691;
837;96.95339966;22.6193161;
838;96.70071411;23.13301659;
839;96.97949219;23.2302227;
840;97.77256775;23.70072556;
841;97.25337982;25.45892715;
842;97.45480347;18.06638908;
843;97.22119141;23.17468452;
844;98.17726898;24.09576797;
845;96.99185181;22.5952282;
846;98.09508514;25.40825272;
847;98.10404968;23.99840355;
848;98.13915253;24.08543015;
849;98.19890594;24.06216049;
850;97.32693481;24.1203537;
851;97.14634705;23.25230408;
852;97.00764465;22.61994934;
853;97.4594574;24.86548615;
854;97.4745636;24.80691147;
855;97.45568085;24.84835243;
856;92.8348999;20.81797791;
857;97.42752838;24.81501389;
858;97.44366455;24.77449608;
859;98.07915497;24.05860901;
860;96.35438538;24.77893829;
861;97.1305542;23.29834938;
862;98.42395782;24.11317635;
863;98.38695526;23.90313721;
864;98.27381897;23.88198853;
865;97.64519501;23.76798248;
866;97.68536377;23.55289078;
867;97.75952148;23.37652969;
868;97.40589905;24.11126518;
869;96.34331512;25.68445969;
870;97.45040131;25.04067612;
871;96.3854599;25.72970009;
872;98.34076691;23.73152924;
873;98.31707764;16.55615425;
874;97.09484863;22.48234177;
875;97.51095581;24.11690712;
876;97.4354248;23.83708954;
877;96.63616943;25.58355331;
878;97.55078125;22.60790634;
879;97.3598938;23.77929306;
880;97.36126709;23.76672554;
881;98.32531738;24.10382271;
882;97.38598633;23.76169968;
883;98.32875061;23.96766281;
884;92.8740387;21.33630753;
885;97.734375;16.37729454;
886;97.31526184;23.71832848;
887;98.26428986;24.10656548;
888;92.88845825;21.35229683;
889;97.36538696;24.03729057;
890;97.03768158;22.61028481;
891;97.40177917;23.11154556;
892;97.40589905;23.11786079;
893;97.06463623;22.59396172;
894;97.48760986;24.76950836;
895;97.45224762;24.83589172;
896;97.50134277;24.88386345;
897;97.4776535;24.6909256;
898;97.47422028;24.68905449;
899;97.50769043;24.86237144;
900;97.16488647;22.5863533;
901;96.32151031;25.59570694;
902;97.17312622;23.24536514;
903;97.49584961;23.1140728;
904;97.12231445;23.26618385;
905;97.53018188;24.96014595;
906;97.24041748;22.65607262;
907;97.190979;23.26681328;
908;96.44184875;25.71230316;
909;96.40511322;25.69776344;
910;98.45097351;24.00985146;
911;96.64372253;25.57364273;
912;97.26239014;23.95511246;
913;96.35430145;25.69343376;
914;97.76501465;23.39417458;
915;97.18273926;23.07870293;
916;97.25003052;23.14943314;
917;98.09967804;23.63340569;
918;97.48468018;24.05715561;
919;98.08361816;23.61581993;
920;97.27680969;23.01362228;
921;97.03442383;22.56574631;
922;97.92637634;23.95385742;
923;97.16196442;23.25861359;
924;97.12059784;23.26176643;
925;96.59016418;25.95271683;
926;96.57299805;25.98049545;
927;97.46014404;24.84305763;
928;96.54563141;25.62963486;
929;97.81170654;23.5761776;
930;96.52870941;25.62867737;
931;96.49609375;25.63417244;
932;96.58673096;25.96568108;
