,Catchment  Annual Rainfall (mm),"Total Powerplant Design Discharge (m3/s)
","Transmission Line Length (km)
","Transmission Line Voltage level (kV)
","Turbine Discharge/ Min Flow
","Transmission Line Connected to S/S
","Full Supply Level (FSL) (m)
",Powerhouse Type,Dam Type,"Reservoir Area (km2)
","Estimated No. Construction Workers (planned projects)
","Total Length of Reservoir (km)
","Reservoir Live Storage (hm3)
","Reservoir Dead Storage (hm3)
","Reservoir Retention Period (days)
",Run-of-River or Storage,Township,"Myanmar Selfuse (MW)
",% use MYA,Export (MW),Height (m),Qmin/ MAF,Crest Length (m),"Distance along river between dam and powerhouse (km)
",Plant Factor,Installed Capacity (MW),Financiers,"GIS Rainfall
","Max reservoir area (FSL) (km2)
","Unit Flow (l/s/km2)
",District,"Mean annual inflow (MAF) into reservoir (m3/s)
",Developers,"Sub-Basin (GIS Maps)
",Status (labelled by IFC),State/Region,Basin,Annual Runoff into Reservoir (hm3),"Catchment Area (km2)
","Sub-Basin (HP Chapter)
","Mean annual energy (GW)
",Total storage (FSL) (mil. m3),Notes,River,Function,Country,Location_L,Location_1,Status,Project Name,COD Year,Project ID,geometry,ST,TS,TS_PCODE
0,,,,,,,,,,,200.0,,,,,,Thandwe,,,,,,,,0.31,,,2665.0,,,Thandwe,,,Than Dwe HPP,Identified,Rakhine,Rakhine,0.0,738.0,Than Dwe,39,,,Than Dwe,,,94.493902,18.386144,Identified Sites,Than Dwe,,DAM0100,POINT (94.49390200000001 18.386144),Rakhine,Thandwe,MMR012015
0,,,,,,,,,,,100.0,,,,,,,,,,,,,,0.62,,,2665.0,,,,,,Kyein Ta Li HPP,Identified,Rakhine,Rakhine,0.0,880.0,Kyein Ta Li,28,,,Kyein Ta Li,,,94.576508,17.950012,Identified Sites,Kyein Ta Li,,DAM0101,POINT (94.576508 17.950012),Rakhine,Gwa,MMR012017
0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,1368.0,,15.7,Mong Hsat,43.0,,Nam Hkoke,Identified,Shan,Mekong,1356.0,2736.0,Nam Hkoke,30,,,Nam Hkoke,,,99.34667,20.196337,Identified Sites,Nam Hkok,,DAM0102,POINT (99.34667 20.196337),Shan (East),Monghsat,MMR016006
0,,,,,,,,,,,300.0,,,,,,BuuTheeTaung,,,,,,,,0.35,77.0,,4428.0,,,,,,Saing Din Creeek,Identified,Rakhine,Rakhine,0.0,926.0,Saing Din Creek,77,,,,,,92.652188,20.893779,Identified Sites,Saing Din,,DAM0103,POINT (92.652188 20.893779),Rakhine,Buthidaung,MMR012010
0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,2123.0,,46.0,,72.0,,Tanintharyi,Identified,Tanintharyi,Tanintharyi,2271.0,1565.0,Tanintharyi,11,,,,,,98.98167,12.829406,Identified Sites,Sar Ra Wa Chaung,,DAM0104,POINT (98.98166999999999 12.829406),Tanintharyi,Tanintharyi,MMR006008
0,,,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,10.73,,,,,,,,,,,,n/a,120.56,Google Earth visible. DoI/MoAI Data.,Bawbin,IRR,MYN,95.796146,18.362836,Complete,Bawbin,2002,DAM0105,POINT (95.79614599999999 18.362836),Bago (West),Gyobingauk,MMR008014
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.528459,19.313794,Complete,Bewt Gyi,,DAM0106,POINT (95.528459 19.313794),Magway,Aunglan,MMR009016
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,n/a,75,Google Earth visible. DoI/MoAI Data.,Gyobyu Chaung,WS,MYN,96.035673,17.376582,Complete,Gyobyu,1940,DAM0111,POINT (96.035673 17.376582),Yangon,Taikkyi,MMR013005
0,,,,,,,,,,,,,,,,,,,,,,,1371.533069,,,,,,1.38,,,,,,,,,,,,n/a,6.624,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,94.580082,21.999294,Complete,Hlaing Chaung,2006,DAM0113,POINT (94.580082 21.999294),Sagaing,Pale,MMR005019
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,n/a,54,Google Earth visible. DoI/MoAI Data.,,WS,MYN,96.11125,16.97279,Complete,Hlaw Ga,,DAM0114,POINT (96.11125 16.97279),Yangon,Shwepyithar,MMR013007
0,,,,,,,,,,,,,,,,,,,,,,,335.2636391,,,,,,0.54,,,,,,,,,,,,n/a,3.454,Google Earth visible. DoI/MoAI Data.,Htanzaloke,IRR,MYN,95.257973,22.159941,Complete,Htanzaloke,1996,DAM0115,POINT (95.25797300000001 22.159941),Sagaing,Monywa,MMR005012
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible. DoI/MoAI Data.,,WS,MYN,96.135034,16.838848,Complete,Inya,1883,DAM0116,POINT (96.135034 16.838848),Yangon,Kamaryut,MMR013041
0,,,,,,,,,,,,,,,,,,,,,,,869.0,,,,,,2.02,,,,,,,,,,,,n/a,7.53,Google Earth visible. DoI/MoAI Data.,In Yone,IRR,MYN,95.308665,19.043285,Complete,Kanggyigone,2000,DAM0117,POINT (95.308665 19.043285),Bago (West),Pyay,MMR008001
0,,,,,,,,,,,,,,,,,,,,,,,335.0,,,,,,27.0,,,,,,,,,,,,n/a,165.36,Google Earth visible. DoI/MoAI Data.,Kantin-BeeLin,IRR,MYN,95.887794,17.9571,Complete,Kantin-BeeLin,2002,DAM0118,POINT (95.887794 17.9571),Bago (West),Letpadan,MMR008008
0,,,,,,,,,,,,,,,,,,,,,,,1142.944224,,,,,,7.93,,,,,,,,,,,,n/a,183.619,Google Earth visible. DoI/MoAI Data.,Kanyin,IRR,MYN,95.072583,17.991848,Complete,Kanyin,2012,DAM0119,POINT (95.07258299999999 17.991848),Ayeyarwady,Ingapu,MMR017013
0,,,,,,,,,,,,,,,,,,,,,,,329.1679366,,,,,,0.58,,,,,,,,,,,,n/a,6.212,Google Earth visible. DoI/MoAI Data.,Kaukkwe,IRR,MYN,97.798928,22.933678,Complete,Kaukkwe,2006,DAM0120,POINT (97.798928 22.933678),Shan (North),Lashio,MMR015001
0,,,,,,,,,,,,,,,,,,,,,,,594.3309966,,,,,,7.89,,,,,,,,,,,,n/a,15.477,Google Earth visible. DoI/MoAI Data.,Khawar,IRR,MYN,95.011249,18.450999,Complete,Khawar,2004,DAM0122,POINT (95.01124900000001 18.450999),Bago (West),Padaung,MMR008003
0,,,,,,,,,,,,,,,,,,,,,,,487.6562024,,,,,,1.86,,,,,,,,,,,,n/a,12.982,Google Earth visible. DoI/MoAI Data.,Kinmundaung,IRR,MYN,95.693168,19.908676,Complete,Kinmundaung,1990,DAM0123,POINT (95.693168 19.908676),Magway,Taungdwingyi,MMR009004
0,,,,,,,,,,,,,,,,,,,,,,,1913.745809,,,,,,21.85,,,,,,,,,,,,n/a,47.237,Google Earth visible. DoI/MoAI Data.,Mu,IRR,MYN,95.708602,22.666332,Complete,Kintat,1997,DAM0124,POINT (95.708602 22.666332),Sagaing,Khin-U,MMR005005
0,,,,,,,,,,,,,,,,,,,,,,,969.0,,,,,,1.36,,,,,,,,,,,,n/a,6.46,Google Earth visible. DoI/MoAI Data.,Kyauktalone,IRR,MYN,95.458244,21.107401,Complete,Kyauktalone (1),1993,DAM0126,POINT (95.45824399999999 21.107401),Mandalay,Taungtha,MMR010018
0,,,,,,,,,,,,,,,,,,,,,,,423.0,,,,,,2.01,,,,,,,,,,,,n/a,12.8,Google Earth visible. DoI/MoAI Data.,Kyauktalone,IRR,MYN,95.469553,21.076999,Complete,Kyauktalone (2) - Modulating Dam,2001,DAM0127,POINT (95.469553 21.076999),Mandalay,Taungtha,MMR010018
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,96.169943,20.425297,Complete,Kyee Ni,,DAM0128,POINT (96.169943 20.425297),Mandalay,Yamethin,MMR010023
0,,,,,,,,,,,,,,,,,,,,,,,2347.0,,,,,,8.5,,,,,,,,,,,,n/a,54.27,Google Earth visible. DoI/MoAI Data.,Indaw Pauk,IRR,MYN,95.664076,23.08728,Complete,Kyeebin-et,2001,DAM0129,POINT (95.66407599999999 23.08728),Sagaing,Kanbalu,MMR005007
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,Google Earth visible.,Mone,HP,MYN,94.417348,20.331771,Complete,Kyeeon Kyeewa,2012,DAM0130,POINT (94.417348 20.331771),Magway,Sidoktaya,MMR009011
0,,,,,,,,,,,,,,,,,,,,,,,579.0,,,,,,0.67,,,,,,,,,,,,n/a,2.58,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.65751,21.054113,Complete,Kyin-tha,2003,DAM0131,POINT (95.65751 21.054113),Mandalay,Mahlaing,MMR010029
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.5,,,,,,,,,,,,1900,,Location derived from https://en.wikipedia.org/wiki/Dams_in_Myanmar#Hydroelectric,Malikha,HP,MYN,97.746971,26.1973,Planned,Laiza,2021,DAM0132,POINT (97.746971 26.1973),Kachin,Injangyang,MMR001003
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,,,,,,,,,,,,1800,,Location derived from https://en.wikipedia.org/wiki/Dams_in_Myanmar#Hydroelectric,May Hka,HP,MYN,98.406111,26.595833,Planned,Lakin,2026,DAM0133,POINT (98.406111 26.595833),Kachin,Tsawlaw,MMR001006
0,,,,,,,,,,,,,,,,,,,,,,,610.0,,,,,,1.27,,,,,,,,,,,,n/a,5.86,Google Earth visible. DoI/MoAI Data.,Paung Kwe,IRR,MYN,95.15673,20.445332,Complete,Ledaingzin,2001,DAM0135,POINT (95.15673 20.445332),Magway,Yenangyaung,MMR009002
0,,,,,,,,,,,,,,,,,,,,,,,1219.140506,,,,,,1.15,,,,,,,,,,,,n/a,5.959,Google Earth visible. DoI/MoAI Data.,Htan Pin Su,IRR,MYN,95.400088,22.053801,Complete,Letpan,2003,DAM0136,POINT (95.400088 22.053801),Sagaing,Myinmu,MMR005002
0,,,,,,,,,,,,,,,,,,,,,,,2987.0,,,,,,1.17,,,,,,,,,,,,n/a,12.56,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.525593,23.14541,Complete,Linban,2009,DAM0137,POINT (95.525593 23.14541),Sagaing,Kanbalu,MMR005007
0,,,,,,,,,,,,,,,,,,,,,,,3596.464493,,,,,,5.38,,,,,,,,,,,,n/a,86.38,Google Earth visible. DoI/MoAI Data.,Ma Mya,IRR,MYN,95.081046,18.106536,Complete,Ma Mya,2007,DAM0138,POINT (95.081046 18.106536),Ayeyarwady,Myanaung,MMR017011
0,,,,,,,,,,,,,,,,,,,,,,,585.1874429,,,,,,3.89,,,,,,,,,,,,n/a,66.636,Google Earth visible. DoI/MoAI Data.,Maday,IRR,MYN,94.868121,19.033781,Complete,Maday,2007,DAM0139,POINT (94.868121 19.033781),Magway,Kamma,MMR009015
0,,,,,,,,,,,,,,,,,,,,,,,3612.0,,,,,,9.03,,,,,,,,,,,,n/a,70.69,Google Earth visible. DoI/MoAI Data.,Male-Nattaung,IRR,MYN,96.096806,22.593002,Complete,Male-Nattaung,2007,DAM0140,POINT (96.096806 22.593002),Mandalay,Singu,MMR010010
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,n/a,148.018,Google Earth visible. DoI/MoAI Data.,Mann Creek,IRR,MYN,94.423262,20.096772,Complete,Manchaung (Mann),,DAM0141,POINT (94.42326199999999 20.096772),Magway,Ngape,MMR009009
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.865057,20.875818,Complete,Meikhtila,,DAM0143,POINT (95.86505699999999 20.875818),Mandalay,Meiktila,MMR010028
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,Google Earth visible.,Měng nǎi hé,HP,MYN,97.768566,24.835331,Complete,Mēntóu xī,,DAM0144,POINT (97.76856600000001 24.835331),Kachin,Waingmaw,MMR001002
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,"Location an estimate based on map in ""The Project for Formulation of the National Electricity Master Plan in the Republic of the Union of Myanmar"",",Myitnge,HP,MYN,96.930558,21.938771,Planned,Middle Yeywa,,DAM0145,POINT (96.930558 21.938771),Shan (North),Nawnghkio,MMR015013
0,,,,,,,,,,,,,,,,,,,,,,,928.0,,,,,,5.09,,,,,,,,,,,,n/a,53.86,Google Earth visible. DoI/MoAI Data.,Min Hla,IRR,MYN,95.909904,18.117447,Complete,Min Hla,2003,DAM0146,POINT (95.909904 18.117447),Bago (West),Okpho,MMR008010
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,Google Earth visible. DoI/MoAI Data.,Mone,HP,MYN,94.259852,20.478481,Complete,Mone,2004,DAM0147,POINT (94.259852 20.478481),Magway,Sidoktaya,MMR009011
0,,,,,,,,,,,,,,,,,,,,,,,518.134715,,,,,,4.48,,,,,,,,,,,,n/a,31.961,Google Earth visible. DoI/MoAI Data.,Nam Swam,IRR,MYN,97.577462,23.145283,Complete,Mone Yin,2008,DAM0148,POINT (97.577462 23.145283),Shan (North),Namtu,MMR015015
0,,,,,,,,,,,,,,,,,,,,,,,783.2977751,,,,,,2.0,,,,,,,,,,,,,4.936,Google Earth visible. DoI/MoAI Data.,Myaing Chaung,IRR,MYN,94.816231,21.615887,Complete,Myaing Chaung,1992,DAM0149,POINT (94.816231 21.615887),Magway,Myaing,MMR009020
0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,6.95,,,,,,,,,,,,2000,1128,Google Earth visible. DoI/MoAI Data.,Ku Htaw,IRR,MYN,95.719008,21.672793,Complete,Myotha,,DAM0152,POINT (95.719008 21.672793),Mandalay,Ngazun,MMR010021
0,,,,,,,,,,,,,,,,,,,,,,,792.0,,,,,,1.58,,,,,,,,,,,,n/a,9.21,Google Earth visible. DoI/MoAI Data.,Myothit,IRR,MYN,95.214678,22.41452,Complete,Myothit,2004,DAM0153,POINT (95.21467800000001 22.41452),Sagaing,Budalin,MMR005013
0,,,,,,,,,,,,,,,,,,,,,,,929.5946358,,,,,,1.12,,,,,,,,,,,,n/a,7.762,Google Earth visible. DoI/MoAI Data.,Nagar,IRR,MYN,95.16702,20.395229,Complete,Nagar,,DAM0154,POINT (95.16701999999999 20.395229),Magway,Yenangyaung,MMR009002
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hong Pang Co.,,,,,,,,100,,"Location an estimate based on MoEP map; however, not mentioned on MoEP list, or in ""The Project for Formulation of the National Electricity Master Plan in the Republic of the Union of Myanmar""",,HP,MYN,97.307334,22.857605,Planned,Namtu,,DAM0158,POINT (97.307334 22.857605),Shan (North),Namhsan,MMR015016
0,,,,,,,,,,,,,,,,,,,,,,,487.6562024,,,,,,2.49,,,,,,,,,,,,n/a,49.36,Google Earth visible. DoI/MoAI Data.,Nankathu,IRR,MYN,95.036264,17.850106,Complete,Nankathu,2000,DAM0159,POINT (95.036264 17.850106),Ayeyarwady,Ingapu,MMR017013
0,,,,,,,,,,,,,,,,,,,,,,,1871.0,,,,,,1.7,,,,,,,,,,,,n/a,6.15,Google Earth visible. DoI/MoAI Data.,Nat Thar Taw,IRR,MYN,95.722506,21.800573,Complete,Nat Thar Taw,2003,DAM0160,POINT (95.722506 21.800573),Mandalay,Ngazun,MMR010021
0,,,,,,,,,,,,,,,,,,,,,,,1044.0,,,,,,2.69,,,,,,,,,,,,n/a,13.94,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.884964,20.684856,Complete,Natkar,2013,DAM0161,POINT (95.884964 20.684856),Mandalay,Pyawbwe,MMR010024
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,,,,,,,,,,,n/a,124.582,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.48095,20.409266,Complete,Natmouk,,DAM0162,POINT (95.48095000000001 20.409266),Magway,Natmauk,MMR009006
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,,,,,,,n/a,222,Google Earth visible. DoI/MoAI Data.,,WS,MYN,96.160508,17.355585,Complete,Nga Moe Yeik,1995,DAM0163,POINT (96.16050799999999 17.355585),Yangon,Hlegu,MMR013004
0,,,,,,,,,,,,,,,,,,,,,,,2301.127705,,,,,,1.4,,,,,,,,,,,,n/a,8.61,Google Earth visible. DoI/MoAI Data.,Chaung Ma Gyi,IRR,MYN,95.107695,21.168644,Complete,Ngathayauk,2006,DAM0164,POINT (95.10769500000001 21.168644),Mandalay,Nyaung-U,MMR010022
0,,,,,,,,,,,,,,,,,,,,,,,1609.265468,,,,,,4.05,,,,,,,,,,,,n/a,18.811,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.041531,21.902657,Complete,Ngwe Thar,2004,DAM0165,POINT (95.04153100000001 21.902657),Sagaing,Salingyi,MMR005018
0,,,,,,,,,,,,,,,,,,,,,,,1052.0,,,,,,2.18,,,,,,,,,,,,n/a,12.3,Google Earth visible. DoI/MoAI Data.,Pinle,IRR,MYN,95.5687,21.659382,Complete,North Pinle,1996,DAM0166,POINT (95.56870000000001 21.659382),Mandalay,Myingyan,MMR010017
0,,,,,,,,,,,,,,,,,,,,,,,3169.765315,,,,,,2.43,,,,,,,,,,,,n/a,17.339,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,94.67744,22.053354,Complete,North Yamar (1),1998,DAM0167,POINT (94.67744 22.053354),Sagaing,Pale,MMR005019
0,,,,,,,,,,,,,,,,,,,,,,,1158.183481,,,,,,0.75,,,,,,,,,,,,n/a,3.701,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.303983,22.008236,Complete,Nwegway,1993,DAM0168,POINT (95.303983 22.008236),Sagaing,Chaung-U,MMR005015
0,,,,,,,,,,,,,,,,,,,,,,,1128.0,,,,,,,,,,,,,,,,,,n/a,21.6,Google Earth visible. DoI/MoAI Data.,Nyaung-gaing,IRR,MYN,95.14163,18.797819,Complete,Nyaung-gaing,1999,DAM0169,POINT (95.14163000000001 18.797819),Bago (West),Padaung,MMR008003
0,,,,,,,,,,,,,,,,,,,,,,,1950.62481,,,,,,1.67,,,,,,,,,,,,n/a,4.035,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.819567,20.789507,Complete,Nyaunggone,2005,DAM0170,POINT (95.81956700000001 20.789507),Mandalay,Meiktila,MMR010028
0,,,,,,,,,,,,,,,,,,,,,,,731.0,,,,,,5.42,,,,,,,,,,,,n/a,40.6,Google Earth visible. DoI/MoAI Data.,Pade,IRR,MYN,95.610306,19.212315,Complete,Pade,2005,DAM0171,POINT (95.61030599999999 19.212315),Magway,Aunglan,MMR009016
0,,,,,,,,,,,,,,,,,,,,,,,1298.0,,,,,,2.71,,,,,,,,,,,,n/a,15.06,Google Earth visible. DoI/MoAI Data.,Palin,IRR,MYN,95.525824,20.291535,Complete,Palin,2001,DAM0172,POINT (95.525824 20.291535),Magway,Myothit,MMR009005
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,Not mentioned on MoEP list of planned dams. Location derived from https://en.wikipedia.org/wiki/Dams_in_Myanmar#Hydroelectric,N'Mai,HP,MYN,98.289919,26.476081,Planned,Pashe,2021,DAM0173,POINT (98.289919 26.476081),Kachin,Tsawlaw,MMR001006
0,,,,,,,,,,,,,,,,,,,,,,,868.6376105,,,,,,1.85,,,,,,,,,,,,n/a,9.717,Google Earth visible. DoI/MoAI Data.,Paunggadaw,IRR,MYN,95.589723,21.81169,Complete,Paunggadaw,2002,DAM0174,POINT (95.58972300000001 21.81169),Mandalay,Ngazun,MMR010021
0,,,,,,,,,,,,,,,,,,,,,,,681.0,,,,,,18.21,,,,,,,,,,,,n/a,147.03,Google Earth visible. DoI/MoAI Data.,Paunglinn,IRR,MYN,96.095995,17.509063,Complete,Paunglinn,2004,DAM0175,POINT (96.095995 17.509063),Yangon,Hlegu,MMR013004
0,,,,,,,,,,,,,,,,,,,,,,,591.0,,,,,,3.93,,,,,,,,,,,,n/a,9.7,Google Earth visible. DoI/MoAI Data.,Pegyi,IRR,MYN,95.637255,23.013559,Complete,Pegyi,2006,DAM0176,POINT (95.637255 23.013559),Sagaing,Kanbalu,MMR005007
0,,,,,,,,,,,,,,,,,,,,,,,1331.911003,,,,,,1.77,,,,,,,,,,,,n/a,9.165,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.070568,22.021024,Complete,Phaunggada,2005,DAM0177,POINT (95.07056799999999 22.021024),Sagaing,Salingyi,MMR005018
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,2000,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,May Hka,HP,MYN,98.385556,26.827594,Planned,Phizaw,2026,DAM0178,POINT (98.38555599999999 26.827594),Kachin,Khaunglanhpu,MMR001018
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,n/a,222,Google Earth visible. DoI/MoAI Data.,,WS,MYN,96.042454,17.245914,Complete,Phugyi,,DAM0179,POINT (96.04245400000001 17.245914),Yangon,Taikkyi,MMR013005
0,,,,,,,,,,,,,,,,,,,,,,,671.0,,,,,,3.24,,,,,,,,,,,,n/a,23.25,Google Earth visible. DoI/MoAI Data.,Pinn Chaung,IRR,MYN,95.300929,20.712043,Complete,Pinn Chaung,1998,DAM0180,POINT (95.300929 20.712043),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.247579,20.808545,Complete,Popa,,DAM0181,POINT (95.247579 20.808545),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,4266.991771,,,,,,6.24,,,,,,,,,,,,n/a,9.733,Google Earth visible. DoI/MoAI Data.,Samon,IRR,MYN,96.136176,20.938996,Complete,Samon,1993,DAM0182,POINT (96.13617600000001 20.938996),Mandalay,Thazi,MMR010030
0,,,,,,,,,,,,,,,,,,,,,,,1097.226455,,,,,,1.85,,,,,,,,,,,,n/a,5.699,Google Earth visible. DoI/MoAI Data.,Sarlingyi,IRR,MYN,95.066611,21.981113,Complete,Sarlingyi,2004,DAM0183,POINT (95.06661099999999 21.981113),Sagaing,Salingyi,MMR005018
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,,,,,,,,,,,25,446.49,Google Earth visible. DoI/MoAI Data.,Chaung Ma Gyi,MP,MYN,96.323053,22.348589,Complete,Sedawgyi,1989,DAM0184,POINT (96.323053 22.348589),Mandalay,Madaya,MMR010009
0,,,,,,,,,,,,,,,,,,,,,,,2073.0,,,,,,4.59,,,,,,,,,,,,n/a,26.61,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,95.597897,20.839191,Complete,Shanma-Nge,2009,DAM0185,POINT (95.597897 20.839191),Mandalay,Meiktila,MMR010028
0,,,,,,,,,,,,,,,,,,,,,,,238.0,,,,,,1.91,,,,,,,,,,,,n/a,6.61,Google Earth visible. DoI/MoAI Data.,Kalar Chaung,IRR,MYN,95.252426,18.710748,Complete,Shwedaung,1992,DAM0186,POINT (95.252426 18.710748),Bago (West),Shwedaung,MMR008006
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,Chindwin,HP,MYN,94.9989,22.33525,Cancelled,Shwezaye,n/a,DAM0189,POINT (94.99890000000001 22.33525),Sagaing,Budalin,MMR005013
0,,,,,,,,,,,,,,,,,,,,,,,472.7217312,,,,,,0.65,,,,,,,,,,,,n/a,3.961,Google Earth visible. DoI/MoAI Data.,Sin Chaung,IRR,MYN,95.16705,21.496183,Complete,Sin Chaung,1994,DAM0190,POINT (95.16705 21.496183),Magway,Yesagyo,MMR009019
0,,,,,,,,,,,,,,,,,,,,,,,1250.0,,,,,,2.08,,,,,,,,,,,,n/a,14.76,Google Earth visible. DoI/MoAI Data.,Sindewa,IRR,MYN,95.305956,21.118182,Complete,Sindewa,1996,DAM0191,POINT (95.30595599999999 21.118182),Mandalay,Taungtha,MMR010018
0,,,,,,,,,,,,,,,,,,,,,,,202.6821091,,,,,,0.86,,,,,,,,,,,,n/a,8.421,Google Earth visible. DoI/MoAI Data.,Sinlan,IRR,MYN,96.436115,22.074457,Complete,Sinlan,2002,DAM0192,POINT (96.436115 22.074457),Mandalay,Pyinoolwin,MMR010008
0,,,,,,,,,,,,,,,,,,,,,,,185.9189272,,,,,,1.46,,,,,,,,,,,,,14.69,Google Earth visible. DoI/MoAI Data.,Khayan,IRR,MYN,94.028495,22.598882,Complete,South Khayan,1993,DAM0193,POINT (94.02849500000001 22.598882),Magway,Gangaw,MMR009023
0,,,,,,,,,,,,,,,,,,,,,,,945.0,,,,,,8.44,,,,,,,,,,,,n/a,25.91,Google Earth visible. DoI/MoAI Data.,South Nawin,IRR,MYN,95.492622,18.959728,Complete,South Nawin (2),1994,DAM0194,POINT (95.492622 18.959728),Bago (West),Paukkhaung,MMR008002
0,,,,,,,,,,,,,,,,,,,,,,,960.0,,,,,,1.77,,,,,,,,,,,,n/a,10.46,Google Earth visible. DoI/MoAI Data.,Pinle,IRR,MYN,95.549981,21.641813,Complete,South Pinle,1994,DAM0195,POINT (95.549981 21.641813),Mandalay,Myingyan,MMR010017
0,,,,,,,,,,,,,,,,,,,,,,,1795.184395,,,,,,3.04,,,,,,,,,,,,n/a,21.027,Google Earth visible. DoI/MoAI Data.,Yamar Taung,IRR,MYN,94.736177,21.821946,Complete,South Yamar,2000,DAM0196,POINT (94.736177 21.821946),Magway,Myaing,MMR009020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,38.515,Google Earth visible. DoI/MoAI Data.,Sun Creek,IRR,MYN,95.584486,20.169512,Complete,Sunchaung,,DAM0197,POINT (95.584486 20.169512),Magway,Myothit,MMR009005
0,,,,,,,,,,,,,,,,,,,,,,,945.0,,,,,,1.28,,,,,,,,,,,,n/a,5.66,Google Earth visible. DoI/MoAI Data.,Sunlun,IRR,MYN,95.416244,21.417041,Complete,Sunlun,1994,DAM0198,POINT (95.41624400000001 21.417041),Mandalay,Myingyan,MMR010017
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,,,,,,,,,,,,n/a,354.009,Google Earth visible. DoI/MoAI Data.,Taungnawin Creek,IRR,MYN,95.578598,18.922544,Complete,Taungnawin,,DAM0201,POINT (95.578598 18.922544),Bago (West),Paukkhaung,MMR008002
0,,,,,,,,,,,,,,,,,,,,,,,1036.0,,,,,,34.8,,,,,,,,,,,,n/a,258.99,Google Earth visible. DoI/MoAI Data.,Taungnyo,IRR,MYN,95.969404,20.452426,Complete,Taungnyo,1996,DAM0202,POINT (95.969404 20.452426),Mandalay,Yamethin,MMR010023
0,,,,,,,,,,,,,,,,,,,,,,,731.0,,,,,,1.24,,,,,,,,,,,,n/a,6.15,Google Earth visible. DoI/MoAI Data.,Taungtha,IRR,MYN,95.476952,21.268241,Complete,Taungtha,1997,DAM0203,POINT (95.476952 21.268241),Mandalay,Taungtha,MMR010018
